codigo,descripcion,unidades_por_bulto
003195,CARAMELO MASTICABLE BARRILETE 40 UND,720
002495,CARAMELO MENTA CHAO 100 UND,24
005046,CARAMELO MENTA EXTRA FUERTE HALLS 22.5 GR,360
004161,CARAMELO MENTA FREEGELLS,432
002503,CARAMELO MENTA FRESA CHAO 100 UND,24
005044,CARAMELO MENTOL/EUCALIPTO HALLS 25.2 GR,360
002584,CARAMELO PINTALENGUAS LOKIÑO 50 UND 400 GR,1
002559,CARAMELO SABOR A MOKA BIANCHI 100 UND,18
003673,CARAMELO SANDIA CHAO 100 UND,24
002543,CARAMELO SANDIA X2 CHAO 100 UND,1
004080,CARAMELOS COFFEE ALOKADOS 100 UND,1
004162,"CARAMELOS DE EUCALIPTO FREEGELLS 27,9 GR",12
004163,"CARAMELOS DE FRESA FREEGELLS 27,9 GR",432
004190,"CARAMELOS DE MENTA EXTRA FUERTE FREEGELLS 27,9 GR",432
003932,CARAMELOS EXTREME CEREZA CHAO 100 UND,24
003785,CARAMELOS FRUWI 100 UND,1
002519,CARAMELOS FRUWI 7.5 GR 50 UND,1
005133,CARAMELOS MENTA HELADA 400 GR,18
004735,CARAMELOS MENTITAS AMBROSOLI 25 GR,144
003197,CARAMELOS SURTIDOS,1
003688,CARAMELOS SURTIDOS AMERICANDY 100 UND,1
002497,CARAMELO SURTIDOS FRUTALES LOKIÑO 400 GR,1
002404,CARAMELO SURT. MINI BUM COLOMBINA 100 UND,16
004164,"CARAMELOS VITA C FREEGELLS 27,9 GR",432
002555,CARAMELO XTREME CEREZA CHAO 100 UND,1
002553,CARAMELO XTREME EUCALYPTUS CHAO 100 UND,24
002556,CARAMELO XTREME MORA AZUL CHAO 100 UND,24
005045,CARAMELO YERBABUENA HALLS 25.2 GR,360
002511,CARAM/ MALTEADA DE CHOC. BLANCO BIANCHI 24 GR,1
002505,CARAM/ MALTEADA DE CHOCOLATE BIANCHI 22 GR,1
004780,CARAOTA BLANCA EL MAIZALITO 400 GR,1
001755,CARAOTAS BLANCAS LA LUCHA 400 GR,1
003201,CARAOTAS NEGRAS A GRANEL 500 GR,1
004037,CARAOTAS NEGRAS AMANECER 400 GR,1
004782,CARAOTAS NEGRAS EL MAIZALITO 400 GR,30
004299,CARAOTAS NEGRAS GRAVENCA 400 GR,20
002216,CARAOTAS NEGRAS GRAVENCA 500 GR,20
002849,CARAOTAS NEGRAS KICALDO 1 KG,1
001750,CARAOTAS NEGRAS LA LUCHA 400 GR,24
001609,CARAOTAS NEGRAS MARY 400 GR,30
001884,CARAOTAS NEGRAS VICONE 400 GR,1
003533,CARAOTAS RIO DULCE 500 GR,1
004783,CARAOTAS ROJAS EL MAIZALITO 400 GR,30
001879,CARAOTAS ROJAS VICONE 500 GR,1
001971,CARBON VEGETAL AL CAMPO 1.5 KG,1
005260,CARBON VEGETAL CARBONERA DEL CENTRO 1.5 KG,10
003618,CARBON VEGETAL EL FOGON 1.5 KG,1
002887,CARBON VEGETAL SMOKE HOUSE 1.5 KG,8
000437,CARNE DE GUISAR CUADRADO ALTODEVA 500 GR (NO USAR),1
000436,CARNE MOLIDA ALTODEVA 500 GR (NO USAR),1
000424,CARNE MOLIDA ALTODEVA BDJ 1 KG (NO USAR),1
004528,CARNE MOLIDA DE SEGUNDA GRANJA BANDEJA 500 GR,1
004801,CARNE MOLIDA PREMIUM GRANJA BANDEJA 500 GR,1
000419,CARNE MOLIDA TAURUS 1 KG (NO USAR),1
000586,CARNE MOLIDA TAURUS 250 GR (NO USAR),1
004527,CARNE PARA BISTEC GRANJA  BANDEJA 500 GR,1
004530,CARNE PARA GUISAR GRANJA BANDEJA 500 GR,1
003037,CARNE PARA GUISAR TAURUS 250 GR (NO USAR),1
002676,CARNE PARA HAMBURGUESA TAURUS 640 GR (NO USAR),1
000425,CARNE PARA MECHAR ALTODEVA 1 KG (NO USAR),1
004529,CARNE PARA MECHAR GRANJA BANDEJA 500 GR,1
003036,CARNE PARA MECHAR TAURUS 250 GR (NO USAR),1
000418,CARNE P/ MECHAR (FALDA) ALTODEVA 500 GR (NO USAR),1
005334,CARTUCHO SENSITIVE MACH 3 GILLETTE 2 UND,72
005333,CARTUCHOS SKIN COMFORT BREEZE VENUS GILLETTE 2 UND,6
005327,CARTUCHOS VENUS INTIMA GILLETTE 2 UND,48
000179,CASABE NATURAL PAQUETE,50
004870,CEBOLLA BLANCA GRANDE KG (NO USAR),1
000096,CEBOLLA BLANCA KG,1
004871,CEBOLLA BLANCA MEDIANA KG,1
001338,CEBOLLA MOLIDA MC CORMICK 75 GR,6
000178,CEBOLLA MORADA KG,1
002956,CEBOLLA PREMIUM KG,1
000157,CEBOLLIN KG,1
000602,CEBOLLIN MORADO KG,1
000120,CELERY KG,1
000186,CEPILLO DE BARRER CON PALO,12
001526,CEPILLO DE BARRER S/ PALO LA ROSA UND,1
001524,CEPILLO DE LAVAR ANDREA,1
003837,CEPILLO DE LAVAR CON MANGO GABY,36
000197,CEPILLO DENTAL 123 ORAL-B,36
004719,CEPILLO DENTAL 360 LUMINOUS WHITE COLGATE 2 PACK,12
004717,CEPILLO DENTAL 360 MEDIO COLGATE,12
003819,CEPILLO DENTAL ALIDENT EXTRA SUAVE,288
002199,CEPILLO DENTAL ALIDENT UND,288
000506,CEPILLO DENTAL COBOR UND,1
004294,CEPILLO DENTAL CUIDADO COMP. ALIDENT UND,288
004295,CEPILLO DENTAL DUO ALIDENT UND,36
004135,CEPILLO DENTAL FAMILY 5 PACK ORAL-B,36
003355,CEPILLO DENTAL INFANTIL COBOR,12
000644,CEPILLO DENTAL ORAL-B 2 PACK,36
004721,CEPILLO DENTAL PREMIER CLEAN COLGATE,84
004133,CEPILLO DENTAL PURIFICATION ORAL-B 2 PACK,36
005328,CEPILLO DENTAL SENSITIVE BLACK ORAL-B 2 PACK,36
004134,CEPILLO DENTAL SENSITIVE ORAL-B 2 PACK,36
005012,CEPILLO DENTAL SLIMSOFT CARBON COLGATE 2 UND,12
005335,CEPILLO NIÑAS FROZEN ORAL B 19GR,36
005014,CERA AUTOBRILLANTE TK 1 LT,12
001045,CEREAL ABCITOOS MAIZORITOS 240 GR,12
003370,CEREAL ABCITOS FANTASIA MAIZORITOS 240 GR,1
000447,CEREAL A GRANEL 250 GR,1
004245,CEREAL AVENA AROS CANELA MAIZORITOS 200 GR,12
004246,CEREAL AVENA AROS ORIGINAL MAIZORITOS 200 GR,12
001028,CEREAL AZUCARADAS LONCH 6 UND 25 GR,24
001042,CEREAL AZUCARADAS MAIZORITOS 240 GR,12
001050,CEREAL AZUCARADAS MAIZORITOS 500 GR,1
001015,CEREAL AZUCARADAS VAINILLA MAIZORITOS 240 GR,1
001060,CEREAL CHOCOFUDGE FLIPS 50 GR,56
001801,CEREAL CHOCOFUDGE FLIPS L 6 UND 50 GR,9
001058,CEREAL CHOCOLATE FLIPS 120 GR,20
001030,CEREAL CHOCOLATE FLIPS 220 GR,24
004052,CEREAL CHOCOLATE FLIPS 400 GR,14
001031,CEREAL CHOCOLATE FLIPS LONCH 6 UND 28 GR,24
004308,CEREAL CHOCOLATE FLIPS RISTRAS 12 UND 28 GR,12
001651,CEREAL CHOCOLATE MEGA BIT TU CEREAL 120 GR,18
001029,CEREAL CHOCO SAFARI LONCH 6 UND 25 GR,24
001043,CEREAL CHOCO SAFARI MAIZORITOS 240 GR,12
001021,CEREAL CHOCO SAFARI MAIZORITOS 269 GR,12
004304,CEREAL COOKIES & CREAM FLIPS 220 GR,24
001024,CEREAL CRONCH FLAKES MAIZORITOS 300 GR,12
001025,CEREAL CRONCH FLAKES MAIZORITOS 500 GR,12
004083,CEREAL CRUNCH FLOW PACK NUCITA 120 GR,18
001059,CEREAL DULCE DE LECHE FLIPS 120 GR,20
001032,CEREAL DULCE DE LECHE FLIPS 220 GR,24
000318,CEREAL DULCE DE LECHE FLIPS 28 GR,1
004131,CEREAL DULCE DE LECHE FLIPS 400 GR,14
001033,CEREAL DULCE LECHE FLIPS 6 UND 28 GR,24
000532,CEREAL DULCE LECHE FLIPS RISTRAS 12 UND 28 GR,12
001067,CEREAL FRESA FUDGE L FLIPS 6 UND 50 GR,9
005096,CEREAL FRESALATE FLIPS 220 GR,24
001660,CEREAL FRISGO AZUCARADO TU CEREAL 240 GR,18
001051,CEREAL FRUTY AROS LUNCH MAIZORITOS 6 UND 20 GR,24
001034,CEREAL FRUTY AROS MAIZORITOS 240 GR,12
001027,CEREAL FRUTY AROS MAIZORITOS 500 GR,12
003362,CEREAL INFANTIL 3 CEREALES NESTUM NESTLE 225 GR,24
003965,CEREAL INFANTIL 3 CEREALES NESTUM NESTLE 500 GR,12
000348,CEREAL INFANTIL ARROZ- MAIZ NESTUM NESTLE 225 GR,24
000890,CEREAL INFANTIL ARROZ NESTUM NESTLE 225 GR,24
000891,CEREAL INFANTIL TRIGO-MIEL NESTUM 225 GR,24
001648,CEREAL MEGA AROS COLORES TU CEREAL 500 GR,6
001659,CEREAL MEGA AROS MIEL TU CEREAL 240 GR,8
001657,CEREAL MEGA AROS TU CEREAL 240 GR,8
001652,CEREAL MEGA BIT VAINILLA CHOCOLATE TU CEREAL 120 GR,1
001658,CEREAL MEGA BOL CHOCOLATE TU CEREAL 240 GR,8
003074,CEREAL MEGA BOL CHOCOLATE TU CEREAL 500 GR,1
001649,CEREAL MEGA BOL CHOCOLATE TU CEREAL 500 GR.,6
001653,CEREAL MEGA FLAKES TU CEREAL 280 GR,18
004257,CEREAL NAT. MIX GRANOLA / ALMENDRAS MAIZORITOS 270 GR,1
004136,CEREAL NATURAL MIX BANANA NUECES MAIZORITOS 270 GR,1
003889,CEREAL PLANET FRUIT SANTONI 240 GR,12
003301,CEREAL POP CRONCH CHOCOLATE MAIZORITOS 20 GR,1
001061,CEREAL POP CRONCH CHOCOLATE MAIZORITOS 240 GR,12
001022,CEREAL POP CRONCH CHOCOLATE MAIZORITOS 269 GR,12
001065,CEREAL POP CRONCH CHOCOLATE MAIZORITOS 6 UND 20 GR,24
001044,CEREAL POP CRONCH MAIZORITOS 240 GR,12
003887,CEREAL ROCKET PLANET CHOCOLATE SANTONI 120 GR,20
003888,CEREAL ROCKET PLANET DULCE DE LECHE SANTONI 120 GR,20
001017,CEREAL SILUET MAPLE MAIZORITOS 240 GR,12
001016,CEREAL SILUET ORIGINAL MAIZORITOS 240 GR,12
005298,CEREAL SPACE POP CHOCOLATE SANTONI 240 GR,12
003891,CEREAL SPACE POP VAINILLA SANTONI 240 GR,12
000889,CERELAC SACHET NESTLE 100 GR,80
000885,CERELAC SACHET NESTLE 400 GR,24
000883,CERELAC SACHET NESTLE 900 GR,12
004219,CERVEZA ANDINA 310 ML,1
003290,CERVEZA BUDWEISER 24 UND 269 ML,1
002376,CERVEZA BUDWEISER 269 ML,1
000399,CERVEZA CAJA RETORNABLE PILSEN TERCIO POLAR 330 ML,1
000647,CERVEZA CORONA EXTRA 355 ML,24
000648,CERVEZA CORONITA EXTRA 210 ML,1
003006,CERVEZA DE VIDRIO LAGER ESTRELLA DE GALICIA 330 ML,1
003963,CERVEZA EN LATA AZUL LIGHT SOLERA 250 ML,24
001591,CERVEZA EN LATA LIGHT POLAR 355 ML,24
003490,CERVEZA EN LATA PILSEN POLAR 250 ML,24
001593,CERVEZA EN LATA PILSEN POLAR 355 ML,24
004260,CERVEZA EN LATA REGIONAL 355 ML,24
003962,CERVEZA EN LATA VERDE CLASSIC SOLERA 250 ML,24
001811,CERVEZA EN LATA ZULIA 295 ML,24
002999,CERVEZA ESPECIAL ESTRELLA GALICIA 300 ML,1
003001,CERVEZA ESTRELLA DE GALICIA MINI 200 ML,1
003005,CERVEZA ESTRELLA GALICIA SIN GLUTEN 330 ML,1
002431,CERVEZA HEINEKEN LATA 269 ML,1
000321,CERVEZA HOLTLAND LATA 330 ML,1
003002,CERVEZA LA MIL NUEVE RESERVA 1906 330 ML,1
004856,CERVEZA LIGHT NR SOLERA 222 ML,12
001588,CERVEZA LIGHT POLAR LATA 250 ML,1
001807,CERVEZA LIGHT REGIONAL 355 ML,1
000777,CERVEZA LIGHT RETORNABLE POLAR 222 ML,1
002180,CERVEZA MAL PORTADA 330ML,24
001808,CERVEZA MORENA 222 ML,1
001809,CERVEZA MORENA REGIONAL LATA 355 ML,1
004261,CERVEZA MORENITA REGIONAL LAGER 5° 250 ML,24
005242,CERVEZA MUNICH CARDENAL LATA 250 ML,24
000360,CERVEZA ORIGINAL HEINEKEN CAJA 24 UND 269 ML,24
003492,CERVEZA PILSEN POLAR 1941 LATA 355 ML,1
004561,CERVEZA PILSEN REGIONAL 222 ML,1
001810,CERVEZA PILSEN REGIONAL 355 ML,24
000773,CERVEZA PILSEN RETORNABLE CAJA POLAR 222 ML,1
000604,CERVEZA PRESIDENTE 237 ML,24
004432,CERVEZA PRESIDENTE BOTELLA DE VIDRIO 355 ML,1
004130,CERVEZA PRESIDENTE LATA 355 ML,24
003004,CERVEZA RED VINTAGE 1906 330 ML,1
004560,CERVEZA REGIONAL 222 ML,1
004478,CERVEZA RET LIGHT AZUL SOLERA CAJA 222 ML,1
001089,CERVEZA RETORNABLE CAJA ZULIA 222 ML,1
001812,CERVEZA ZULIA NR 250 ML,24
005193,CESTAS ALPRI EL FAMOSO 1.5 KG,1
004507,CESTAS CRUSTISSIMO 1.5 KG,1
004648,CHAMPAÑA ROSE JP. CHENET 1.5 LT,1
004626,CHAMPAÑA VEUVE DU VERNAY BRUT 750 ML,6
003998,CHAMPIÑÓN COCIDO DOÑA JULIA UND,1
004809,CHAMPIÑON ENTERO DOÑA PAULA 300 GR,1
000486,CHAMPIÑONES EN RODAJAS AL NATURAL KALDINI 400 GR,24
003771,CHAMPIÑONES LAMINADOS GRATO 200 GR,12
004082,CHAMPIÑON REBANADO COCIDO DOÑA PAULA 300 GR,1
004300,CHAMPU ANTI CASPA GRANJA 400 ML,12
001086,CHAMPU BABY SKIN CABELLO NORMAL CHICCO 200 ML,10
005147,CHAMPU CON KERATINA GRANJA 400 ML,12
003847,CHAMPU EXTRACTO ROMERO CABELLO OSCURO BABY SKIN CHICCO 200 ML,10
001088,CHAMPU MANZANILLA CHICCO 200 ML,10
004313,CHAMPU NIÑOS GRANJA 320 ML,12
001087,CHAMPU ORIGINAL CHICCO 200 ML,1
004551,CHAMPU PARA NIÑOS COCO TRAVIESO EVERY NIGHT 210 ML,12
004772,CHAMPU PARA NIÑOS COCO TRAVIESO EVERY NIGHT 365 ML,12
004046,CHAMPU PARA NIÑOS MANZANILLA BRILLANTE EVERY NIGHT 350 ML,12
000704,CHAMPU PARA NIÑOS PROTEINA CHISPEANTE EVERY NIGHT 365 ML,12
005339,CHAMPU P/ NIÑOS MANZANILLA BRILLANTE EVERY NIGHT 240 ML,12
002132,CHAMPU PRE-TRATAMIENTO CAPILAR GRANJA 400 ML,12
003876,CHARCUTERIA CESTAS 2.2,1
000445,CHAYOTA KG,1
001785,CHEESE PEK TOCINETA Y PICANTE TREO 75 GR,10
001440,CHEESE TRIS FRITO LAY 150 GR,22
001453,CHEESE TRIS FRITO LAY 54 GR,72
001457,CHEESE TRIS XXL FRITO LAY 450 GR,8
001449,CHEETOS BOLI QUESO FRITO LAY 150 GR,9
001444,CHEETOS FLAMIN HOT FRITO LAY 120 GR,20
001463,CHEETOS HORNEADOS MEGA PUFFS FRITO LAY 110 GR,36
001464,CHEETOS HORNEADOS MEGA PUFFS FRITO LAY 270 GR,8
004847,CHEETOS HORNEADOS MEGA PUFFS FRITO LAY 28 GR,1
001448,CHEETOS MEGA BOLIQUESO FRITO LAY 80 GR,36
001786,CHEEZ PEK SABOR A QUESO TREO 75 GR,10
004231,CHESITOS MUNCHY 70 GR,20
000859,CHICHA EL CHICHERO 1 LT,12
004050,CHICHA EL CHICHERO PARMALAT 250 ML,24
001870,CHICHA EN POLVO CAMPESTRE 400 GR,24
000863,CHICHA EN POLVO EL CHICHERO 500 GR,24
004272,CHICHARRON PARRILLERO FRITO LAY JACKS 85 GR,1
001441,CHICHARRON PICANTE FRITO LAY 20 GR,1
001442,CHICHARRON PICANTE JACKS FRITO LAY 60 GR,1
004325,CHICHARRON PICANTE MUNCHY 190 GR,10
003791,CHICHARRON SON AHUMADO MUNCHY 62 GR,20
001922,CHICHARRONSON CRIOLLO MUNCHY 90 GR,20
001912,CHICHARRONSON PICANTE MUNCHY 62 GR,20
001924,CHICHARRONSON VINAGRE CON LIMON MUNCHY 62 GR,20
004498,CHICHARRON XXL PICANTE FRITO LAY 180 GR,9
004158,CHICLE CANELA FREEGELLS 5 UND,180
004160,CHICLE DE CEREZA FREEGELLS  8 GR,180
004910,CHICLE DE FRESA FREEGELLS  8 GR,180
004911,CHICLE DE MENTA FREEGELLS  8 GR,180
004157,CHICLE EXTRA FUERTE FREEGELLS,180
004159,CHICLE HIERBABUENA FREEGELLS,180
005041,CHICLE SIN AZUCAR DE MENTA TRIDENT 8.5 GR,540
005039,CHICLE SIN AZUCAR DE MORA AZUL TRIDENT 8.5 GR,540
005042,CHICLE SIN AZUCAR DE SANDIA TRIDENT 8.5 GR,540
005040,CHICLE SIN AZUCAR DE YERBABUENA TRIDENT 8.5 GR,540
001988,CHIMENEAUD 700 ML,1
003202,CHIMO AZUL EL APUREÑITO 20 GR,600
003203,CHIMO ROJO EL APUREÑITO 20 GR,600
003204,CHIMO VERDE EL APUREÑITO 20 GR,600
001919,CHISKESITOS MUNCHY 145 GR,20
001935,CHISKESITOS TOCINETA MUNCHY 145 GR,20
001936,CHISKESITOS TOCINETA MUNCHY 450 GR,10
004143,CHISKESITOS TOCINETA PICANTE MUNCHY 145 GR,20
001931,CHISKESITOS XXL MUNCHY 450 GR,10
000039,CHISTORRA LA MONTSERRATINA KG,1
004976,CHISTORRA MINI PACK LA MONTSERRATINA 4 UND,16
002522,CHOCO BOMBONES MARACUYA FRESA BIANCHI 180 GR,1
002528,CHOCO BOMBONES PASION FRUTAL BIANCHI 180 GR,1
005351,CHOCO BOMBONES SURTIDOS BIANCHI 180 GR,1
001066,CHOCOFUDGE FRESA FLIPS 50 GR,56
002564,CHOCO GALLETAS BIANCHI 40 GR,24
003723,CHOCOLATE BARKI LATES BLANCO ST. MORITZ 18 GR,1
003721,CHOCOLATE BARKI LATES ST. MORITZ 18 GR,1
004741,CHOCOLATE BITTER CON STEVIA ST. MORITZ 100 GR,72
001719,CHOCOLATE BITTER OSCURO S/A ST. MORITZ 100 GR,72
003671,CHOCOLATE BLANCO BARRA RELLENO DE CARAMELO Y MANI 25 GR,1
000880,CHOCOLATE BOLSA TORONTO 125 GR,48
000943,CHOCOLATE CARRE CHOCOLATE OSCURO C/ CARAMELO NESTLE 100 GR,120
000922,CHOCOLATE CHOCO AVELLANAS CARRE SAVOY 25 GR,256
002767,CHOCOLATE CHOKITO NESTLE 32 GR,1
004843,CHOCOLATE COCO BAY ST. MORITZ 32 GR,144
000931,CHOCOLATE CON LECHE 75 ANIVERSARIO SAVOY 100 GR,120
003821,CHOCOLATE CON LECHE 75 ANIVERSARIO SAVOY 25 GR,256
000923,CHOCOLATE CON LECHE SAVOY 130 GR,80
001726,CHOCOLATE CON MANI ST. MORITZ 32 GR,144
001743,CHOCOLATE COOKIES CREAM ST. MORITZ 32 GR,1
000937,CHOCOLATE CREMOSA NAVIDAD SAVOY 70 GR,144
004980,CHOCOLATE CRICRI NESTLE 60 GR,144
000927,CHOCOLATE CRICRI SAVOY 123 GR,80
000926,CHOCOLATE CRICRI SAVOY 27 GR,288
001722,CHOCOLATE CRUJIENTE ST. MORIZT 32 GR,144
003363,CHOCOLATE DARK 75 ANIVERSARIO SAVOY 25 GR,256
001721,CHOCOLATE DE LECHE 42% ST. MORITZ 32 GR,144
001718,CHOCOLATE DE LECHE CON SPLENDA ST MORITZ 100 GR,72
004742,CHOCOLATE DE LECHE CON STEVIA ST. MORITZ 100 GR,72
000924,CHOCOLATE DE LECHE SAVOY 30 GR,288
000925,CHOCOLATE DE LECHE SAVOY 70 GR,144
001741,CHOCOLATE DE LECHE TODO USO ST. MORITZ 100 GR,1
000928,CHOCOLATE DE LECHE Y AVELLANAS CARRE SAVOY 100 GR,120
004256,CHOCOLATE DELIGHT SAVOY 100 GR,96
004255,CHOCOLATE DELIGHT SAVOY 27 GR,288
001689,CHOCOLATE DOBLE SABOR NUCITA 200 GR,6
000942,CHOCOLATE DUO SAVOY 130 GR,80
005034,CHOCOLATE EN POLVO RIKO MALT 400 GR,12
000861,CHOCOLATE EN POLVO RIKO MALT 500 GR,24
001717,CHOCOLATE FROGGIE BOLSA ST. MORITZ 80 GR,24
000935,CHOCOLATE GALAK 130 GR,80
000936,CHOCOLATE GALAK 30 GR,288
003697,CHOCOLATE GALAK TUBITO NESTLE16 GR,1
001052,CHOCOLATE MAXI OVOMALTINA 100 GR,16
002765,CHOCOLATE MINI MOMENTS KITKAT NESTLE 34 GR,1
004751,CHOCOLATE NEVADO TORONTO BOL 125 GR,48
000938,CHOCOLATE OSCURO 75 ANIVERSARIO SAVOY 100 GR,120
000939,CHOCOLATE OSCURO PARA POSTRES 40% SAVOY 200 GR,64
000940,CHOCOLATE OSCURO PARA POSTRES 55% SAVOY 200 GR,64
001947,CHOCOLATE OVOMALTINA 35 GR,48
001026,CHOCOLATE OVOMALTINA TUBO TRIPACK 35 GR,48
000316,CHOCOLATE PARA UNTAR LANDOR 180 GR,1
000315,CHOCOLATE PARA UNTAR LANDOR 400 GR,1
004842,CHOCOLATE PASSION NOIR 70 % ST. MORITZ 32 GR,144
002766,CHOCOLATE PRESTIGIO 33 GR,540
000929,CHOCOLATE RIKITI SAVOY 130 GR,80
000930,CHOCOLATE RIKITI SAVOY 30 GR,288
002580,CHOCOLATES ENCANTO DE FRESA BIANCHI 55 GR,24
000251,CHOCOLATE TORONTO 9 GR,864
001690,CHOCOLATE TUBITO DOBLE SABOR NUCITA 35 GR,48
001742,CHOCOLATE T. USO BLANCO ST. MORITZ 100 GR,1
001698,CHOCOLATE UNTABLE NUCITA 280 GR,1
004104,CHOCOLATE UNTABLE OVOMALTINA 300 GR,8
005240,CHOCOLATE UNTABLE OVOMALTINA 650 GR,6
000361,CHOCOLATE UNT. DE LECHE CHOKALA WEPA 200 GR,12
003513,CHOCOLATE VASO NUCITA 85 GR,12
004547,CHOCOLORES FRANKI TRULULU 90 GR,1
002549,CHOCOLORES MANI BIANCHI 30 GR,144
002582,CHOCO SNACK CHOCOLATE CARAMELO Y MANI BIANCHI 55 GR,1
002579,CHOCO SNACK CHOCO MANI BIANCHI 50 GR,24
002583,CHOCO SNACK COOKIES AND CREAM BIANCHI 48 GR,24
002539,CHOCO SNACK ENCANTO DE FRESA BIANCHI 55 GR,24
002513,CHOCO SNACKS MALTEADA DE CHOCOLATE 60 GR,1
004322,CHOCOTRIO AMENDOIM PB NESTLE 90 GR,48
004321,CHOCOTRIO COOKIES & CREAM NESTLE 90 GR,48
005312,CHORIPOLLO MINIPACK 3 UNDS,1
003626,CHORIPOLLO MINIPACK LA MONSERRATINA,1
003624,"CHORIQUESO MINIPACK LA MONTSERRATINA 85,6 GR",1
002343,CHORIZO AHUMADO AL VACIO AHULUX KG,1
004813,CHORIZO AHUMADO KG,1
000029,CHORIZO AHUMADO LA MONTSERRATINA KG,1
003623,CHORIZO AHUMADO MINIPACK LA MONTSERRATINA,1
002241,CHORIZO AHUMADO UNTABLE LA MONTSERRATINA 115 GR,1
002884,CHORIZO CARUPANERO AL VACIO AHULUX KG,1
000030,CHORIZO CON AJO LA MONTSERRATINA KG,1
003622,CHORIZO CON AJO MINIPACK LA MONTSERRATINA,1
003073,CHORIZO DE AJO AHULUX KG,1
003277,CHORIZO ECON. ESTANDAR COC. COBY LA MONTSERRATINA KG,1
000032,CHORIZO ESTANDAR LA MONTSERRATINA KG,1
002683,CHORIZO PICANTE AL VACIO AHULUX KG,1
003625,CHORIZO PICANTE MINIPACK LA MONTSERRATINA UND,1
003172,CHULETA AHUMADA KG,1
000068,CHULETA DE PERNIL KG,1
004566,CHULETA DE RES GRANJA BANDEJA 500 GR,1
004525,CHULETA RES CON HUESO GRANJA BANDEJA 1 KG,1
002612,CHUPETA BIG BOM SABOR A FRESA 48 UND,1
002610,CHUPETA BIG BOM SABOR A FRUTOS ROJOS 48 UND,1
002609,CHUPETA BIG BOM SABOR A MANGO 48 UND,1
002614,CHUPETA BIG BOM SABOR A TATAMA 48 UND,1
004897,CHUPETA CEREZA INTENSA BON BON BUM 456 GR,15
004776,CHUPETA DE FRAMBUESA MAXXI POP MANIA 672 GR,12
004858,CHUPETA DE MANZANA VERDE MAXXI POP MANIA 672 GR,12
004859,CHUPETA DE SANDIA MAXXI POP MANIA 672 GR,12
004916,CHUPETA FRESA INTENSA BON BON BUM 456 GR,15
004490,CHUPETA FRESA LOKIÑO 456 GR,1
004894,CHUPETA MARACUYA BON BON BUM 456 GR,15
004895,CHUPETA SABOR A FRESA BON BON BUM 456 GR,15
003676,CHUPETA SCHOOL SURT.BIG BOM PAQ. 48 UND,1
000280,CHUPETAS SABORES VARIOS,384
004774,CHUPETAS S/ CEREZA MAXXI POP MANIA 672 GR,12
004775,CHUPETAS S/ FRESA MAXXI POP MANIA 672 GR,12
004893,CHUPETA SURTIDA BON BON BUM 456 GR,15
004896,CHUPETA SURTIDO TROPICAL BON BON BUM 456 GR,15
003677,CHUPETA XXL CHOCOCARAMELO BIG BOM PAQ. 48 UND,1
003678,CHUPETA YOGURT MORA BIG BOM PAQ. 48 UND,1
004534,CHURRASCO DE PUNTA GRANJA BANDEJA 500 GR,1
000422,CHURRASCO DE SOLOMO ALTODEVA 1 KG (NO USAR),1
000346,CHURRASCO PTA TRASERA ALTODEVA 1 KG (NO USAR),1
000441,CHURRASCO PTA TRASERA ALTODEVA 500 GR (NO USAR),1
000443,CHURRASCO SOLOMO ALTODEVA 500 GR (NO USAR),1
004522,CHURRASCO SOLOMO GRANJA BANDEJA 500 GR,1
004549,CHURRIKOS MUNCHY 100 GR,20
005357,CIGARRO CONSUL 20 UND,1
000775,CIGARROS BELMONT 10 UND,12
000774,CIGARROS BELMONT 20 UND,10
000551,CIGARROS BLUE XTRA 20 UND,1
004317,CIGARROS COSMIC LUCKY STRIKE 20 UND,10
000385,CIGARROS COSTERO 20 UND,10
003894,CIGARROS DOUBLE APPLEMINT WINE BOHEM 20 UND,1
003893,CIGARROS DOUBLE MENTA SANDIA BOHEM 20 UND,1
001155,CIGARROS ECLIPSE LUCKY STRIKE 20 UND,10
002750,CIGARROS IBIZA 20 UND,10
000569,CIGARROS IBIZA LEGACY EXTRA SUAVE 20 UND,1
000397,CIGARROS MAXICO GOLD ORIGINAL 20 UND,1
001156,CIGARROS NOVA LUCKY STRIKE 20 UND,10
001802,CIGARROS PALL MALL 20 UND,10
000776,CIGARROS RED LUCKY STRIKE 20 UND,10
000778,CIGARROS VICEROY 20 UND,10
000127,CILANTRO KG,1
004215,CILANTRO MOLIDO KALDINI 70 GR,24
003159,CIRUELA DESHIDRATADA S/ SEMILLA KG,10
003829,CIRUELAS BANDEJA,1
000345,CIRUELAS IMPORTADAS KG,1
002010,CLORO JABONOSO TK 1 LT,12
002251,CLORO OSO BLANCO 1 LT,1
002017,CLORO TK 1 LT,12
001901,CLORO ULTRA BEBE NEVEX 1 LT,12
001900,CLORO ULTRA LAVANDA NEVEX 1 LT,12
001899,CLORO ULTRA LIMON NEVEX 1 LT,12
001898,CLORO ULTRA REG NEVEX 1 LT,12
000169,COCO ENTERO,1
000934,COCOSETTE FUDGE NESTLE 32 GR,320
002914,COCTEL BELLINI ANALCOLICO LATA SANTERO 9-5-8 250 ML,24
002911,COCTEL BELLINI LATA SANTERO 9-5-8 250 ML,24
001837,COCTEL DE FRUTAS CARTON NATULAC 1 LT,12
