codigo,descripcion,unidades_por_bulto,unidad_pedido
881,GALLETAS COCOSETTE MAXI NESTLE 4 UND 200 GR,60,Bulto
932,GALLETAS COCOSETTE MINI NESTLE 25 GR,18,Blister
947,GALLETAS COCOSETTE NESTLE 50 GR,216,Bulto
1296,GALLETAS CON CHISPAS CHOCOLATE TOMA2 4 UND 45 GR,1,Bulto
3855,GALLETAS CON CHOCOLATE DARK KITKAT 41.5 GR,96,Bulto
2764,GALLETAS CON CHOCOLATE KITKAT 41.5 GR,96,Bulto
3856,GALLETAS CON CHOCOLATE WHITE KITKAT 41.5 GR,96,Bulto
1134,GALLETAS COOKY CHIPS PUIG 200 GR,16,Bulto
5131,GALLETAS CRAKEÑAS CLUB 192 GR,24,Bulto
2309,GALLETAS DE AREQUIPE SORBETICO NABISCO 4 UND 25 GR,1,Bulto
4810,GALLETAS DE CHOCOLATE BOOM OREO 108 GR,48,Bulto
1129,GALLETAS DE CHOCOLATE ELITE PUIG 100 GR,24,Bulto
2413,GALLETAS DE CHOCOLATE FESTIVAL 403 GR,24,Bulto
2807,GALLETAS DE CHOCOLATE ISABELA 140 GR,50,Bulto
1627,GALLETAS DE CHOCOLATE MULTIPACK TRIGO DE ORO 150 GR,30,Bulto
3814,GALLETAS DE CHOCOLATE OREO 192 GR,28,Bulto
4477,GALLETAS DE CHOCOLATE OREO  48 GR,8,Blister
3930,GALLETAS DE CHOCOLATE OREO 96 GR,56,Bulto
2870,GALLETAS DE CHOCOLATE RADICAL DALLAS 120 GR,1,Bulto
3929,GALLETAS DE CHOCOLATE TIPO AMERICANO OREO 192 GR,28,Bulto
3865,GALLETAS DE CHOCOLATE TIPO AMERICANO OREO 96 GR,56,Bulto
1625,GALLETAS DE CHOCOLATE TRIGO DE ORO 90 GR,30,Bulto
4743,GALLETAS DE FRESA FESTIVAL 33.6 GR,1,Bulto
3656,GALLETAS DE FRESA FESTIVAL 403 GR,24,Bulto
2809,GALLETAS DE FRESA/MORANGO ISABELA TORTHINAS 140 GR,50,Bulto
3805,GALLETAS DE FRESA OREO 192 GR,28,Bulto
3806,GALLETAS DE FRESA OREO 96 GR,56,Bulto
766,GALLETAS DE FRESA SORBETICO 4 UND 100 GR,28,Bulto
5136,GALLETAS DELICIAS DE GUAYABA OREO 192 GR,28,Bulto
5137,GALLETAS DELICIAS DE GUAYABA OREO 96 GR,56,Bulto
2810,GALLETAS DE LIMON TORTHINAS ISABELA 140 GR,50,Bulto
4681,GALLETAS DE LIMON TV PUIG 77 GR,36,Bulto
1127,GALLETAS DE LIMON TV PUIG 90 GR,24,Bulto
1301,GALLETAS DE MAIZ SALMAS HORNEADAS SANISSIMO 8 UND 144 GR,1,Bulto
2828,GALLETAS DE MANTEQUILLA Y CHOCOLATE RENATA 133 GR,36,Bulto
2830,GALLETAS DE MANTEQUILLA Y COCO RENATA 133 GR,36,Bulto
2829,GALLETAS DE MANTEQUILLA Y LECHE RENATA 133 GR,36,Bulto
1148,GALLETAS DE SODA EL SOL PUIG 240 GR,24,Bulto
2310,GALLETAS DE SODA PREMIUM 156 GR,24,Bulto
1116,GALLETAS DE SODA PUIG 240 GR,24,Bulto
1128,GALLETAS DE VAINILLA ELITE  PUIG 100 GR,24,Bulto
3655,GALLETAS DE VAINILLA FESTIVAL 403 GR,24,Bulto
3807,GALLETAS DE VAINILLA OREO 192 GR,28,Bulto
4482,GALLETAS DE VAINILLA OREO 48 GR,128,Bulto
4048,GALLETAS DE VAINILLA OREO 96 GR,56,Bulto
2287,GALLETAS DE VAINILLA SORBETICO 105 GR,30,Bulto
4818,GALLETAS DUCALES NOEL 162 GR,1,Bulto
2414,GALLETAS DUCALES NOEL 294 GR,24,Bulto
5085,GALLETAS DUE CHEESE CAKE ISABELA TORTHINAS 140 GR,50,Bulto
5086,GALLETAS DUE CHOCOLATE BLANCO ISABELA TORTHINAS 140 GR,50,Bulto
5084,GALLETAS DUE FRESA ISABELA TORTHINAS 140 GR,50,Bulto
5352,GALLETAS DULCES NAVIDAD NOEL 100 GR,1,Bulto
1133,GALLETAS FAMILY CLUB PUIG 300 GR,24,Bulto
4902,GALLETAS FRESA FESTIVAL 6 X 4 201.6 GR,36,Bulto
944,GALLETAS FRESA SAMBA 16 GR,280,Bulto
4116,GALLETAS FUDGE OREO 156 GR,28,Bulto
765,GALLETAS HONEY BELVITA NABISCO 252 GR,20,Bulto
764,GALLETAS KRAKER BRAN BELVITA NABISCO 234 GR,20,Bulto
2301,GALLETAS MANZANA Y CANELA HONEY BELVITA NABISCO 252 GR,20,Bulto
1407,GALLETAS MARIA CACAO CALEDONIA 150 GR,24,Bulto
4800,GALLETAS MARIA CALEDONIA 150 GR,24,Bulto
2176,GALLETAS MARIA CANELA CALEDONIA 150 GR,24,Bulto
1141,GALLETAS MARIA & CHOCOLATE PUIG 272 GR,1,Bulto
1151,GALLETAS MARIA DELICIA PUIG 34 GR,108,Bulto
1140,GALLETAS MARIA DELICIAS CHOCOLATE PUIG 136 GR,20,Bulto
2173,GALLETAS MARIA PREMIUM CALEDONIA 252 GR,24,Bulto
1144,GALLETAS MARIA SELECTA INTEGRAL PUIG 250 GR,24,Bulto
1122,GALLETAS MARIA SELECTA PUIG 250 GR,24,Bulto
1145,GALLETAS MARIA SELECTA SIN AZUCAR PUIG 250 GR,24,Bulto
1120,GALLETAS MARILU CHOCO-VAINILLA PUIG 216 GR,24,Bulto
1142,GALLETAS MARILU FRESA PUIG 216 GR,24,Bulto
1146,GALLETAS MARILU MINI VAINILLA PUIG 100 GR,24,Bulto
1312,GALLETAS MINI CANELITAS MARINELA 480 GR,1,Bulto
768,GALLETAS MINI CHIPS VAINILLA NABISCO 180 GR,24,Bulto
879,GALLETAS MINI FRESA SAMBA 35 UND 560 GR,8,Bulto
5053,GALLETAS MINI MARIA LONCHERA 180 GR,16,Bulto
1126,GALLETAS NIC NAC PUIG 200 GR,1,Bulto
1117,GALLETA SODA INTEGRAL PUIG 290 GR,24,Bulto
2307,GALLETAS OREO AMERICANO 6 UND 216 GR,24,Bulto
2311,GALLETAS OREO FRESA 108 GR,1,Bulto
2300,GALLETAS OREO FUDGE 6 UND 168 GR,24,Bulto
758,GALLETAS OREO VAINILLA 108 GR,1,Bulto
2306,GALLETAS OREO VAINILLA 6 UND 216 GR,1,Bulto
1629,GALLETAS PUNTO ROJO MULTIPAX TRIGO DE ORO 6 X 150 GR,30,Bulto
1619,GALLETAS PUNTO ROJO TRIGO DE ORO 90 GR,30,Bulto
1135,GALLETAS Q-KISS PUIG 200 GR,16,Bulto
4903,GALLETAS RECREO FESTIVAL 6 X 4 216 GR,40,Bulto
2637,GALLETAS REDONDITAS DE CHOCOLATE TOMY 408 GR,24,Bulto
1125,GALLETAS REX PUIG 200 GR,16,Bulto
2891,GALLETAS ROSQUITAS TRADICIONALES,1,Bulto
4006,GALLETAS SABOR A LIMON BJ CREAM 408 GR,1,Bulto
4007,GALLETAS SABOR AMERICANO BJ CREAM 408 GR,1,Bulto
4005,GALLETAS SABOR FRESA BJ CREAM 408 GR,1,Bulto
4004,GALLETAS SABOR VAINILLA BJ CREAM 408 GR,1,Bulto
2421,GALLETAS SALTIN 3 TACOS NOEL 300 GR,24,Bulto
1124,GALLETAS SALTINES PUIG 250 GR,24,Bulto
4508,GALLETAS SALTIN TRADICIONAL 5 TACOS NOEL 441 GR,1,Bulto
3153,GALLETAS SAMBA CHOCOLATE SAVOY 16 GR,1,Bulto
949,GALLETAS SAMBA CHOCOLATE SAVOY 32 GR,320,Bulto
948,GALLETAS SAMBA FRESA SAVOY 32 GR,320,Bulto
2833,GALLETAS SANDWICH DE CHOCOLATE RENATA 112 GR,36,Bulto
2834,GALLETAS SANDWICH DE FRESA RENATA 112 GR,36,Bulto
878,GALLETAS SUSY CHOCO2 NESTLE 50 GR,216,Bulto
877,GALLETAS SUSY CHOCO2 NESTLE 58 GR,60,Bulto
882,GALLETAS SUSY MAXI NESTLE 4 UND 200 GR,60,Bulto
946,GALLETAS SUSY NESTLE 50 GR,12,Bulto
3939,GALLETASS WAFER DE CHOCOLATE SORBETICO 105 GR,30,Bulto
4481,GALLETAS TIPO AMERICANO DE CHOCOLATE OREO 48 GR,8,Blister
1396,GALLETAS TIP TOP CHOCOLATE CALEDONIA 96 GR,48,Bulto
1398,GALLETAS TIP TOP COCO CALEDONIA 96 GR,48,Bulto
1399,GALLETAS TIP TOP MANI CALEDONIA 96 GR,48,Bulto
1397,GALLETAS TIP TOP VAINILLA CALEDONIA 96 GR,48,Bulto
367,GALLETAS TRADICIONES LA ALEMANA 200 GR,30,Bulto
2855,GALLETAS TRELOSO CHOCOLATE VITARELLA 120 GR,36,Bulto
2854,GALLETAS TRELOSO CHOCORESCO VITARELLA 120 GR,36,Bulto
2416,GALLETAS VAINILLA FESTIVAL 34 GR,24,Bulto
767,GALLETAS VAINILLA SORBETICO 4 UND 100 GR,28,Bulto
2805,GALLETAS WAFER DE CHOCOLATE BLANCO ISABELA 100 GR,40,Bulto
2803,GALLETAS WAFER DE CHOCOLATE ISABELA 100 GR,40,Bulto
2804,GALLETAS WAFER DE FRESA ISABELA 100 GR,40,Bulto
2806,GALLETAS WAFER DE LIMON ISABELA 100 GR,40,Bulto
3938,GALLETAS WAFER DE LIMON SORBETICO NABISCO 105 GR,1,Bulto
2286,GALLETAS WAFFER DE FRESA SORBETICO 105 GR,30,Bulto
4369,GALLETA TIPO AMERICANO DE CHOCOLATE OREO (NO USAR),1,Bulto
1405,GALLETA TIP TOP CHOCO COCO CALEDONIA 96 GR,48,Bulto
1408,GALLETA TIP TOP CHOCOLATE CALEDONIA 80 GR,1,Bulto
1400,GALLETA TIP TOP CHOCO MANI 96 GR,48,Bulto
2857,GALLETA TRELOSO FRESA VITARELA 120 GR,36,Bulto
5134,GALLETA WAFER FRESA 288 GR,24,Bulto
5130,GALLETA WAFER MAX COCO 0.460 GR,12,Bulto
5132,GALLETA WAFER VAINILLA 288 GR,24,Bulto
608,GALLINA KG,1,Bulto
2945,GARBANZOS AL NATURAL KALDINI 400 GR,24,Bulto
1605,GARBANZOS MARY 500 GR,24,Bulto
2591,GATARINA ADULTO ORIGINAL MIRRINGO 1 KG,20,Bulto
3970,GATARINA ADULTOS CON CARNE CAT CHOW 85 GR,15,Bulto
3665,GATARINA ADULTOS CON CARNE PREBIOTICO CAT CHOW 1.5 KG,6,Bulto
3664,GATARINA ADULTOS CON CARNE PREBIOTICO CAT CHOW 500 GR,12,Bulto
3967,GATARINA ADULTOS CON PESCADO CAT CHOW 85 GR,15,Bulto
3662,GATARINA ADULTOS C/PESCADO PREBIOTICO CAT CHOW 1.5 KG,6,Bulto
3661,GATARINA ADULTOS C/PESCADO PREBIOTICO CAT CHOW 500 GR,12,Bulto
4040,GATARINA CARNE CON ARROZ Y MAIZ PURINA GATSY 1 KG,8,Bulto
4044,GATARINA CARNE CON ARROZ Y MAIZ PURINA GATSY 500 GR,12,Bulto
3968,GATARINA CON POLLO GATITOS CAT CHOW 85 GR,15,Bulto
3966,GATARINA ESTERILIZADOS CON CARNE PURINA CAT CHOW 85 GR,15,Bulto
3969,GATARINA ESTERILIZADOS CON PESCADO CAT CHOW 85 GR,15,Bulto
4041,GATARINA ESTERILIZADOS CON PESCADO PURINA CAT CHOW 1.5 KG,6,Bulto
3839,GATARINA GATICOS MIRRINGO 1 KG,20,Bulto
3838,GATARINA GATICOS MIRRINGO 500 GR,20,Bulto
3663,GATARINA HOGAREÑOS CON CARNE PREBIOTICOS CAT CHOW 1.5 KG,6,Bulto
2590,GATARINA ORIGINAL ADULTO MIRRINGO 500 GR,20,Bulto
4043,GATARINA PESCADO CON ARROZ Y ESPINACA PURINA GATSY 1 KG,8,Bulto
4042,GATARINA PESCADO CON ARROZ Y ESPINACA PURINA GATSY 500 GR,12,Bulto
4315,GATARINA PESC/CARNE/LECHE GATITOS CAT CHOW 500 GR,12,Bulto
4192,GATARINA SABORES CASEROS POLLO GATSY 1 KG,8,Bulto
4420,GEL ANTIBACTERIAL BYD CARE 236 ML,36,Bulto
1215,GELATINA DE CEREZA SONRISSA 132 GR,48,Bulto
1243,GELATINA DE CEREZA SONRISSA 66 GR,48,Bulto
3686,GELATINA DE CEREZA WYNCO 25 GR,1,Bulto
1958,GELATINA DE CHICLE FRUXI 40 GR,72,Bulto
1952,GELATINA DE FRAMBUESA FRUXI 40 GR,72,Bulto
1216,GELATINA DE FRAMBUESA SONRISSA 132 GR,48,Bulto
1244,GELATINA DE FRAMBUESA SONRISSA 66 GR,48,Bulto
1951,GELATINA DE FRESA FRUXI 40 GR,72,Bulto
1214,GELATINA DE FRESA SONRISSA 132 GR,48,Bulto
1240,GELATINA DE FRESA SONRISSA 66 GR,48,Bulto
1057,GELATINA DE FRUTOS CITRICOS YELIGHT 12 GR,1,Bulto
1957,GELATINA DE LIMON FRUXI 40 GR,72,Bulto
1238,GELATINA DE LIMON SONRISSA 132 GR,48,Bulto
1212,GELATINA DE LIMON SONRISSA 66 GR,48,Bulto
1955,GELATINA DE MANDARINA FRUXI 40 GR,72,Bulto
3488,GELATINA DE NARANJA MONTALBAN 90 GR,72,Bulto
1954,GELATINA DE PIÑA FRUXI 40 GR,72,Bulto
1236,GELATINA DE PIÑA SONRISSA 132 GR,48,Bulto
1253,GELATINA DE PIÑA SONRISSA 66 GR,48,Bulto
1237,GELATINA DE TUTTI FRUTTI SONRISSA 132 GR,48,Bulto
1254,GELATINA DE TUTTI FRUTTI SONRISSA 66 GR,48,Bulto
1953,GELATINA DE UVA FRUXI 40 GR,72,Bulto
1239,GELATINA DE UVA SONRISSA 132 GR,48,Bulto
1241,GELATINA DE UVA SONRISSA 66 GR,48,Bulto
5188,GELATINA GELAPLAY YOLIS 100 GR,1,Bulto
1570,GELATINA SABOR A CEREZA GELLA MONTALBAN 90 GR,72,Bulto
5021,GELATINA SABOR A CEREZA GRANJA 96 GR,40,Bulto
5020,GELATINA SABOR A FRAMBUESA GRANJA 96 GR,40,Bulto
1566,GELATINA SABOR A FRESA GELLA MONTALBAN 90 GR,72,Bulto
5035,GELATINA SABOR A FRESA GRANJA 96 GR,40,Bulto
4869,GELATINA SABOR A KOLITA GELLA MONTALBAN 90 GR,72,Bulto
4867,GELATINA SABOR A MANZANA GELLA MONTALBAN 90 GR,72,Bulto
4868,GELATINA SABOR A UVA GELLA MONTALBAN 90 GR,72,Bulto
1956,GELATINA SABORES VARIOS 3 PACK FIESTA FRUXI 12 GR,14,Bulto
1959,GELATINA SIN SABOR FRUXI 12 GR,40,Bulto
1242,GELATINA SIN SABOR SONRISSA 33 GR,48,Bulto
2738,GELATINA ZERO FRESA WYNCO 12 GR,36,Bulto
2746,GELATINA ZERO FRESA WYNCO 25 GR,36,Bulto
2741,GELATINA ZERO LIMON WYNCO 12 GR,36,Bulto
2739,GELATINA ZERO PIÑA WYNCO 12 GR,36,Bulto
2747,GELATINA ZERO PIÑA WYNCO 25 GR,1,Bulto
2740,GELATINA ZERO UVA WYNCO 12 GR,36,Bulto
5322,GEL DE AFEITAR GILLETTE MACH 3 200 ML,12,Bulto
4611,GEL FIJADOR AZUL ADI 250 GR,24,Bulto
2643,GEL FIJADOR AZUL ROLDA 120 GR,1,Bulto
2640,GEL FIJADOR AZUL ROLDA 250 GR,1,Bulto
3539,GEL FIJADOR BLACK ROLDA 120 GR,1,Bulto
2644,GEL FIJADOR BLANCA ROLDA 120 GR,24,Bulto
2641,GEL FIJADOR BLANCA ROLDA 250 GR,12,Bulto
5146,GEL FIJADOR GRANJA 125 GR,24,Bulto
2642,GEL FIJADOR MORADA ROLDA 120 GR,24,Bulto
2639,GEL FIJADOR MORADA ROLDA 250 GR,1,Bulto
708,GEL FIJADOR POWER EVERY NIGHT 250 GR,12,Bulto
4992,GEL FIJADOR POWER FIX ROLDA 120 GR,1,Bulto
2646,GEL FIJADOR ROJA ROLDA 120 GR,1,Bulto
2645,GEL FIJADOR ROJA ROLDA 250 GR,12,Bulto
4194,GEL FIJADOR SPORT LOOK ROLDA 120 GR,1,Bulto
707,GEL FIJADOR STRONG EVERY NIGHT 250 GR,12,Bulto
4610,GEL FIJADOR TRANSPARENTE ADI 250 GR,24,Bulto
3744,GEL FIJADOR VARIOS ROLDA 120 GR,1,Bulto
310,GERMINADOS PAQ,1,Bulto
2315,GINEBRA BOMBAY 750 ML,12,Bulto
794,GINEBRA DE MANDARINA GORDONS 700 ML,12,Bulto
789,GINEBRA DE PARCHITA GORDONS 700 ML,12,Bulto
795,GINEBRA DE UVA GORDONS 700 ML,12,Bulto
792,GINEBRA GIN GORDONS 700 ML,12,Bulto
3636,GINEBRA SAPPHIRE BOMBAY 1 LT,1,Bulto
4558,GINEBRA TANQUERAY 1 LT,12,Bulto
4949,GINEBRA TANQUERAY 700 ML,6,Bulto
278,GINEBRA TANQUERAY 750 ML,1,Bulto
4948,GINEBRA TANQUERAY TEN 750 ML,12,Bulto
3937,GINEBRA THE LONDON NRO 1 1 LT,6,Bulto
787,GINEBRA VODKA GORDONS 700 ML,12,Bulto
469,GLOBOS AZUL CIELO SATURDAY 50 UND,1,Bulto
468,GLOBOS AZUL OSCURO SATURDAY 50 UND,1,Bulto
465,GLOBOS BLANCO SATURDAY 50 UND,1,Bulto
463,GLOBOS ROJOS METALIZADO SATURDAY 50 UND,1,Bulto
466,GLOBOS ROJOS SATURDAY 50 UND,1,Bulto
4001,GOLPE CON TODO SABOR LIMON YUPI 140 GR,1,Bulto
4002,GOLPE CON TODO SABOR NATURAL YUPI 140 GR,1,Bulto
4003,GOLPE ORIGINAL YUPI 140 GR,1,Bulto
4000,GOLPE RANCHERO YUPI 140 GR,1,Bulto
2561,GOMITAS ARCOIRIS TRULULU 80 GR,1,Bulto
3670,GOMITAS AROS PINTALENGUAS 6 GR 50 UND,1,Bulto
2476,GOMITAS AROS TRULULU 100 UND,18,Bulto
2479,GOMITAS AROS TRULULU 50 UND,36,Bulto
2572,GOMITAS AROS TRULULU 80 GR,1,Bulto
2502,GOMITAS AROS TRULULU 90 GR,1,Bulto
3196,GOMITAS AROS TRULULU UND,1,Bulto
2586,GOMITAS BANANO TRULULU 70 GR,1,Bulto
2566,GOMITAS BARRILETE 50 GR,1,Bulto
2494,GOMITAS CASQUITOS TRULULU 90 GR,1,Bulto
2507,GOMITAS CHOCOLORES BLANCO TRULULU 30 GR,144,Bulto
4358,GOMITAS DE SABORES TRULULU 30 GR,144,Bulto
2573,GOMITAS DINOS TRULULU 80 GR,1,Bulto
2499,GOMITAS DINOS TRULULU 90 GR,1,Bulto
2523,GOMITAS DRAGONES TRULULU 18 GR,1,Bulto
2526,GOMITAS DRAGONES TRULULU 87 GR,24,Bulto
2548,GOMITAS DURAZNITOS TRULULU 50 GR,1,Bulto
2478,GOMITAS FEROZ TRULULU 18 GR,1,Bulto
2568,GOMITAS FRESITA TRULULU 70 GR,1,Bulto
383,GOMITAS FRUIT SNACKS MIXED FLAVOR ARIZONA 64 GR,1,Bulto
2490,GOMITAS GUSANOS ACIDOS TRULULU 80 GR,1,Bulto
3672,GOMITAS GUSANOS TRULULU 80 GR,1,Bulto
2487,GOMITAS GUSANOS TRULULU 90 GR,1,Bulto
2532,GOMITAS LENGUA SANDIA TRULULU 80 GR,1,Bulto
2547,GOMITAS MINI AROS FRUTOS ROJOS TRULULU 50 GR,1,Bulto
2280,GOMITAS MINI CORAZONES GUANDY WYNCO 100 GR,1,Bulto
4145,GOMITAS MINI CULEBRITAS GUANDY 20 GR,1,Bulto
2560,GOMITAS MINI FEROZ TRULULU 70 GR,1,Bulto
2533,GOMITAS MONSTRY TRULULU 75 GR,1,Bulto
2578,GOMITAS NEON TRULULU 80 GR,1,Bulto
2482,GOMITAS ORO OSITO PIRAMIDAL TRULULU 12 GR,600,Bulto
2486,GOMITAS ORO TRULULU 70 GR,24,Bulto
2576,GOMITAS RENOLFO TRULULU 80 GR,1,Bulto
2491,GOMITAS SABORES TRULULU 70 GR,1,Bulto
2570,GOMITAS SANDIA ACIDAS TRULULU 80 GR,24,Bulto
2529,GOMITAS SANDIA TRULULU 90 GR,1,Bulto
2569,GOMITAS SPLASH RELLENAS TRULULU 80 GR,24,Bulto
2501,GOMITAS SPLASH TRULULU 90 GR,1,Bulto
4789,GOMITAS SURTIDOS VARIEDAD TRULULU,24,Bulto
342,GRANEL ARVEJAS VERDES 500 GR,1,Bulto
2972,GRANEL AVENA 250 GR,1,Bulto
3294,GRANEL CAFE 500 GR,1,Bulto
2680,GRANEL CARAOTAS NEGRAS 3 KG,1,Bulto
550,GRANEL CARAOTAS ROJAS 500 GR,1,Bulto
689,GRANEL CEREALES KELLOGGS 250 GR,1,Bulto
3149,GRANEL CEREAL MEGA AROS 100 GR,1,Bulto
3148,GRANEL CEREAL MEGA BOL 100 GR,1,Bulto
2968,GRANEL CHICHA 400 GR,1,Bulto
3728,GRANEL CHOCOLATE EN POLVO 400 GR,1,Bulto
2957,GRANEL CREMA DE ARROZ 500 GR,1,Bulto
3166,GRANEL CREMA DE LECHE 250 GR,1,Bulto
3167,GRANEL CREMA DE LECHE 500 GR,1,Bulto
3288,GRANEL FLIPS 200 GR,1,Bulto
691,GRANEL FORORO 500 GR,1,Bulto
692,GRANEL GOFIO 500 GR,1,Bulto
3199,GRANEL HARINA DE AVENA 200 GR,1,Bulto
2753,GRANEL HARINA DE MAIZ 1 KG,1,Bulto
3156,GRANEL HARINA DE MAIZ AMARILLO 500 GR,1,Bulto
2755,GRANEL HARINA DE TRIGO 1 KG,1,Bulto
5106,GRANEL LACTOVISOY 400 GR,1,Bulto
3684,GRANEL LENTEJAS 3 KG,1,Bulto
2899,GRANEL MAIZORITOS FRUTY AROS 250 GR,1,Bulto
4933,GRANEL PAÑAL TALLA XXG 10 UND,1,Bulto
448,GRANEL PAPAS FRITAS P/ PERRO CALIENTES 500 GR,20,Bulto
3070,GRANEL PASTA LARGA 1 KG,1,Bulto
2134,GRANJA ANTITRANSP. ROLL-ON CABALLERO 90 GR,1,Bulto
2133,GRANJA ANTITRANSP. ROLL-ON DAMAS 90 GR,1,Bulto
4690,GRANJA CARNE HAMBURGUESA BDJ 8 UND (NO USAR),1,Bulto
4736,GRANJA CARNE MOLIDA PREMIUM BDJ 1 KG,1,Bulto
4515,GRANJA CARNE P/ GUISAR BDJ 1 KG (NO USAR),1,Bulto
4514,GRANJA CARNE P/ MECHAR BDJ 1 KG,1,Bulto
4667,GRANJA CARNE P/ PEPITO 500 GR,1,Bulto
3726,GRANJA CEREAL AZUCARADOS 250GR,1,Bulto
2967,GRANJA CEREAL ORIGINAL 250 GR,1,Bulto
557,GRANJA CHAMPIÑONES ENTEROS 200 GR,1,Unidad
3072,GRANJA CHAMPIÑON REBANADOS 200 GR,1,Bulto
5349,GRANJA CHOCOLATE BLANCO CON LECHE 30 GR,1,Bulto
5348,GRANJA CHOCOLATE CON LECHE 30 GR,1,Bulto
5350,GRANJA CHOCOLATE UNTABLE CON LECHE 30 GR,1,Bulto
4664,GRANJA COMBO SOPERO 1 KG,1,Bulto
4568,GRANJA COSTILLA DE RES BDJ 500 GR,1,Bulto
4670,GRANJA COSTILLA ESP. PREMIUM 500 GR,1,Bulto
2135,GRANJA CREMA DERMO PROTECTORA 320 ML,1,Bulto
4301,GRANJA CREMA DERMO PROTECT. VIT E 320 ML,12,Bulto
4701,GRANJA ENTRAÑAS DE RES KG,1,Bulto
3122,GRANJA GATARINA GRANEL 1 KG,1,Bulto
5355,GRANJA JAMON DE ESPALDA AL VACIO 8 UND,1,Bulto
5356,GRANJA JAMON PECHUGA DE PAVO AL VACIO 8 UND,1,Bulto
4524,GRANJA LAGARTO C/ HUESO BDJ 1 KG,1,Bulto
4563,GRANJA LAGARTO C/ HUESO BDJ 500 GR,1,Bulto
51495,GRANJA LIMPIADOR MULTIUSO 500 ML,12,Bulto
5149,GRANJA LIMPIADOR MULTIUSO 500 ML,12,Bulto
2033,GRANJA MARGARINA 250 GR,1,Bulto
65,GRANJA MARGARINA A GRANEL KG,1,Bulto
4521,GRANJA MEDALLONES DE LOMITO BDJ 500 GR,1,Bulto
4569,GRANJA MEDALLONES DE LOMITO KG,1,Bulto
4682,GRANJA MILANESA LOMITO BDJ 500 GR,1,Bulto
4531,GRANJA MILANESA SOLOMO BDJ 500 GR,1,Bulto
3231,GRANJA PAN DE JAMON,1,Bulto
3224,GRANJA PAN DE NARANJA 500 GR (NO USAR),1,Bulto
3227,GRANJA PAN LARGO CABELLO DE ANGEL 500 GR,1,Bulto
4578,GRANJA POLVOROSAS COCO 100 GR,1,Bulto
4601,GRANJA PTA TRASERA KG,1,Bulto
3146,GRANJA QUESO CREMA GRANEL,1,Bulto
4570,GRANJA RIB EYE BDJ 1 KG,1,Bulto
4520,GRANJA RIB EYE BDJ 500 GR,1,Bulto
5313,GRANJA RON SECO 1 LT,1,Bulto
5336,GRANJA SERVILLETA PEQUEÑA 160 H,16,Bulto
4678,GRANJA SOLOMO DE CUERITO KG,1,Bulto
4532,GRANJA STROGONOFF BDJ 500 GR,1,Bulto
3216,GRANJA TORTA DE PAN,1,Bulto
2239,GRANJA VAINILLA 250 ML,1,Bulto
5295,GRANOLA INTEGRAL ALIMENTOS NATURAL PLUS 200 GR,24,Bulto
2254,GRANOLA INTEGRAL ALIMENTOS NATURAL PLUS 250 GR,24,Bulto
2896,GRATO CHAMPIÑONES LAMINADOS 400 GR,24,Bulto
373,GREEN TEA ARIZONA 340 ML,30,Bulto
4576,GREEN TEA DIET ARIZONA 340 ML,12,Bulto
175,GUANABANA KG,1,Bulto
3931,GUANTES DE LATEX,1,Bulto
170,GUAYABA KG,30,Cesta
3557,GUISANTE NATURAL ARIAS 220 GR,12,Bulto
2944,GUISANTES AL NATURAL KALDINI 400 GR,24,Bulto
154,GUISANTES DEL MONTE 241 GR,12,Bulto
156,GUISANTES DEL MONTE 425 GR,12,Bulto
2893,GUISANTES EN CONSERVAS GRATO 400 GR,24,Bulto
2775,GUISANTES OLE 190 GR,12,Bulto
4872,GUISANTES OSOLE 280 GR,1,Bulto
3990,GUISANTES OSOLE 425 GR,1,Bulto
4999,GUISANTES TIERNOS LATA DEL MONTE 220 GR,12,Bulto
2774,GUISANTES VIDRIO OLE 250 GR,12,Bulto
1580,HARINA DE ARROZ KEL SIN GLUTEN MAIZKEL 900 GR,20,Bulto
1753,HARINA DE ARROZ LA LUCHA 900 GR,1,Bulto
1427,HARINA DE AVENA QUAKER 400 GR,24,Bulto
2344,HARINA DE MAIZ A GRANEL 3 KG,1,Bulto
2890,HARINA DE MAIZ A GRANEL 500 GR,1,Bulto
810,HARINA DE MAIZ AMARILLO PAN 1 KG,1,Bulto
5299,HARINA DE MAIZ AMARILLO SGLUTEN PAN 1 KG,20,Bulto
2242,HARINA DE MAIZ BLANCO BUDARE 1 KG,1,Bulto
4907,HARINA DE MAIZ BLANCO BUDARE 900 GR,1,Bulto
2213,HARINA DE MAIZ BLANCO DOÑA BELEN 1 KG,1,Bulto
4873,HARINA DE MAIZ BLANCO DOÑA BELEN 900 GR,20,Bulto
4998,HARINA DE MAIZ BLANCO GRANJA 900 GR,20,Bulto
1170,HARINA DE MAIZ BLANCO JUANA 1 KG,1,Bulto
5261,HARINA DE MAIZ BLANCO JUANA 900 GR,20,Bulto
4063,HARINA DE MAIZ BLANCO MARY 900 GR,1,Bulto
4499,HARINA DE MAIZ BLANCO MASANTONI 900 GR,1,Bulto
796,HARINA DE MAIZ BLANCO PAN 1 KG,1,Bulto
4697,HARINA DE MAIZ BLANCO PAN 2 KG,1,Bulto
4962,HARINA DE MAIZ BLANCO SIN GLUTEN PAN 1 KG,20,Bulto
5015,HARINA DE MAIZ BLANCO SUSTANCIOSA FINA IDEAL 1 KG,20,Bulto
